"# 070";polard;73;2014-03-27;Екатеринбург;"МЕТРО Кэш энд Керри ООО (1029 Екатеринбург)";"г. Екатеринбург, дублер Сибирского тракта, д. 21 (07:00-16:00 подача документов)";"(77) 811133";;115;231,25;13276,19;624;28.03.2014
"# 070";polard;73;2014-03-27;Екатеринбург;"ООО Наш Союз Екатеринбург";"Екатеренбург,перНикольский д.1 склад 33,12";"(77) 811187";;317;396,25;27731,70;622;28.03.2014
"# 070";polard;73;2014-03-27;Ижевск;"МЕТРО Кэш энд Керри ООО (1071 Ижевск)";"426075, Удмурдская республика, г. Ижевск, ул. Союзная, 6";"(77) 815111";;95;145;9255,64;627;28.03.2014
"# 070";polard;73;2014-03-27;Краснодар;"МЕТРО Кэш энд Керри ООО (1026 Краснодар)";"350087, РФ, г. Краснодар, Ростовское шоссе, д. 30";"(77) 810210";;93;279;11551,93;630;28.03.2014
"# 070";polard;73;2014-03-27;Магнитогорск;"МЕТРО Кэш энд Керри ООО (1078 Магнитогорск)";"455051, Челябинская область, г. Магнитогорск, ул. 50-летия Магнитки, 69";"(77) 814801";;71;164;11481,36;628;28.03.2014
"# 070";polard;73;2014-03-27;Пермь;"МЕТРО Кэш энд Керри ООО (1035 Пермь)";"г. Пермь, шоссе Космонавтов, 393";"(77) 812537";;67;131;7679,75;629;28.03.2014
"# 070";polard;73;2014-03-27;Пермь;"ООО Актив-Продукт Пермь";"г.Пермь ул.Деревообделочная д.3А";"(77) 812572";;943;1604;109116,56;621;28.03.2014
"# 070";polard;73;2014-03-27;Ростов;"МЕТРО Кэш энд Керри ООО (1024 Ростов)";"344090, РФ, г. Ростов-на Дону, ул. Доватора, д. 255";"(77) 810305";;86;177,50;11428,77;623;28.03.2014
"# 070";polard;73;2014-03-27;Ставрополь;"МЕТРО Кэш энд Керри ООО (1042 Ставрополь)";"355000, РФ, г. Ставрополь, ул. Южный обход, 13";"(77) 812718";;167;308,50;17121,52;626;28.03.2014
"# 070";polard;73;2014-03-27;Тюмень;"МЕТРО Кэш энд Керри ООО (1033 Тюмень)";"625007, г. Тюмень, ул. Мельникайте, 141";"(77) 811636";;91;168;10098,76;625;28.03.2014
